Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Christina,Sandström,Ängsvägen 45,Kristianstad,10072,Sverige,SE,19610305-8170,+46,+46 (0)394 767 06,1961-03-05,True
Maarit,Seppä,Biologinkuja 1,Hollola,34408,Finland,FI,19641227-371C,+358,+358700199231,1964-12-27,False
Fredrik,Holmberg,Kvarngatan 809,Gävle,73449,Sverige,SE,19460412-3548,+46,08-57 24 69,1946-04-12,True
Hans,Hansson,Furuvägen 94,Trelleborg,79358,Sverige,SE,19821226-3528,+46,0066-884 49,1982-12-26,True
Håkan,Olsson,Parkvägen 575,Motala,58338,Sverige,SE,19670711-1380,+46,08-46 70 23,1967-07-11,True
Gabriella,Howell,John Highway 743,Gregoryborough,48859,Danmark,DK,19990914-2820,+45,620-280-9905,1999-09-14,True
Joshua,Lewis,Tamara Plaza 4640,Phillipsview,87197,Danmark,DK,19530304-6019,+45,382-687-7355x50327,1953-03-04,True
Kenneth,Mendoza,Wolf Burg 9395,New Johnview,26559,Danmark,DK,19581031-1777,+45,620-467-5958x834,1958-10-31,True
Ove,Börjesson,Asptorget 015,Stockholm,65827,Sverige,SE,19600220-8674,+46,051-730 78 40,1960-02-20,True
Roger,Martinsen,Lundekollen 65,Gundersen,7638,Norge,NO,19790802-2433,+47,+47 37 60 29 61,1979-08-02,True
Alexander,Andersson,Villagatan 170,Malmö,93634,Sverige,SE,19460715-7564,+46,08-77 70 73,1946-07-15,True
Evelina,Svensson,Skogsstigen 21,Göteborg,82367,Sverige,SE,19680928-8689,+46,0244-79 53 16,1968-09-28,True
Elisabeth,Nilsson,Skolvägen 127,Sandviken,94162,Sverige,SE,20000504-1729,+46,036-24 88 84,2000-05-04,True
Torbjørn,Haugland,Hanssenjordet 55E,Torbjørnodden,4438,Norge,NO,19950115-7802,+47,+47 47 11 91 99,1995-01-15,True
Anneli,Tuominen,Vesalantie 67,Lapinlahti,18230,Finland,FI,19680729-711F,+358,(+358) 126072049,1968-07-29,True
Elisabeth,Johansen,Edvardsenstykket 3G,Antonsen,0565,Norge,NO,19440222-7855,+47,23160674,1944-02-22,True
Mona,Moen,Bakkeflata 8,Sisselhelle,5671,Norge,NO,19810920-4343,+47,950 90 792,1981-09-20,True
Lennart,Lundin,Industrigränd 739,Östersund,57886,Sverige,SE,19770214-8063,+46,+46 (0)818 531 53,1977-02-14,True
Anna,Svensson,Parktorget 530,Norrköping,68284,Sverige,SE,19991115-6372,+46,0464-422 79,1999-11-15,True
Magnus,Berg,Backgränd 6,Karlskoga,32170,Sverige,SE,19690612-0584,+46,087-661 66 99,1969-06-12,True
Sara,Andersson,Stationsgränd 6,Kalmar,41817,Sverige,SE,19561210-2647,+46,0744-98 31 95,1956-12-10,True
Lars,Forsberg,Backvägen 79,Luleå,97043,Sverige,SE,19680927-6852,+46,+46 (0)25 12 04 79,1968-09-27,True
Alexander,Robbins,Alexander River 41533,Stephaniemouth,18102,Danmark,DK,19580727-0165,+45,(270)260-7653x50510,1958-07-27,True
Åsa,Eriksson,Ängsvägen 788,Kalmar,64461,Sverige,SE,19901227-9983,+46,+46 (0)285 384 38,1990-12-27,True
Emma,Andersson,Skolgatan 7,Trelleborg,18459,Sverige,SE,19781028-9459,+46,08-94 72 18,1978-10-28,True
Elisabet,Hansson,Skolstigen 99,Skövde,85433,Sverige,SE,19630427-2511,+46,0943-302 45,1963-04-27,True
Eija,Aho,Neonkatu 6,Isokyrö,94962,Finland,FI,19770521-020R,358,0677238501,1977-05-21,True
Göran,Wallin,Idrottsvägen 450,Halmstad,31777,Sverige,SE,19560210-0375,+46,+46 (0)60 78 62 47,1956-02-10,True
Ulrika,Molin,Industrigatan 1,Göteborg,28479,Sverige,SE,19830213-4592,+46,0586-672 35,1983-02-13,True
Ingrid,Martinsen,Tangenrøa 91,Bakken,5289,Norge,NO,19800125-8553,+47,+47 61 90 17 37,1980-01-25,True
Birgitta,Svensson,Skolvägen 812,Eskilstuna,80147,Sverige,SE,19560123-6918,+46,0538-349 45,1956-01-23,True
Andrew,Lewis,Paula Street 80017,Ronaldland,72271,Danmark,DK,19401013-1898,+45,001-419-651-2558x02670,1940-10-13,True
Mats,Karlsson,Kyrkstigen 960,Sandviken,23504,Sverige,SE,19600520-4240,+46,08-14 07 07,1960-05-20,True
Amanda,Osborne,Kristina Ridge 2925,Port Michael,64437,Danmark,DK,19781118-3369,+45,368-230-4023,1978-11-18,True
Britt,Sjöberg,Industrigatan 07,Falun,10160,Sverige,SE,19971127-4316,+46,+46 (0)14 01 79 43,1997-11-27,True
Malin,Persson,Björkvägen 4,Örnsköldsvik,65794,Sverige,SE,19641010-4656,+46,+46 (0)268 113 36,1964-10-10,True
Mette,Halvorsen,Sandvikeggen 35,Bjørgvik,1967,Norge,NO,19650423-0730,+47,48245794,1965-04-23,True
Åke,Olsson,Idrottstorget 561,Uppsala,23835,Sverige,SE,19600505-5850,+46,088-627 34 75,1960-05-05,True
Nathan,Beck,Carly Key 35232,Kimmouth,20282,Danmark,DK,19741115-7853,+45,455-976-8500x13364,1974-11-15,True
Richard,Vaughn,Daniel Locks 459,Rhondashire,31196,Danmark,DK,19420612-0335,+45,750-938-1708,1942-06-12,True
Jesse,Howard,Salas Well 58095,Thorntonville,72027,Danmark,DK,19510415-0057,+45,(691)429-2832x816,1951-04-15,True
Malin,Myklebust,Nygårdlunden 7,Madsen,1694,Norge,NO,19730114-5444,+47,04392396,1973-01-14,True
Per,Isaksen,Mikkelsenstubben 8,Mathisen,6233,Norge,NO,19701010-8225,+47,464 20 264,1970-10-10,True
Bjørg,Edvardsen,Pettersenåsen 038,Thorsand,1085,Norge,NO,19610419-8951,47,20 31 21 00,1961-04-19,True
Kristina,Berg,Backvägen 35,Karlskrona,64860,Sverige,SE,20001207-5239,+46,+46 (0)8 367 072 16,2000-12-07,True
Birgitta,Nilsson,Fabriksstigen 59,Luleå,21659,Sverige,SE,19940824-2793,+46,+46 (0)8 033 207 27,1994-08-24,True
Shawn,Nelson,Joseph Mountains 3292,Brockside,83570,Danmark,DK,19790114-1755,+45,(844)233-5669x703,1979-01-14,True
Edvin,Johansson,Kvarngatan 5,Motala,79101,Sverige,SE,19491023-4659,+46,038-785 19 50,1949-10-23,True
Peter,Eriksson,Skogsstigen 348,Lund,91888,Sverige,SE,19980811-1750,+46,0301-07 01 49,1998-08-11,True
Ulla,Johansson,Villagränd 02,Kalmar,96771,Sverige,SE,19710629-1996,+46,+46 (0)171 048 21,1971-06-29,True
Arild,Kristiansen,Nguyenjordet 31,Gulbrandsen,5023,Norge,NO,19720402-6463,+47,+4768645812,1972-04-02,True
Meghan,Camacho,Angela Cove 161,East Luisstad,85438,Danmark,DK,19621128-7962,+45,001-467-569-9350x1195,1962-11-28,False
Ruth,Fredriksson,Gengatan 34,Karlskrona,98699,Sverige,SE,19901007-0918,+46,+46 (0)54 48 77 09,1990-10-07,True
Christina,Hamilton,Christopher Locks 610,Jennifershire,07455,Danmark,DK,19680530-8611,+45,001-319-461-9898x2188,1968-05-30,True
Kathleen,Day,Andrew Alley 28200,Lake Paul,55438,Danmark,DK,19470620-2059,+45,+1-390-919-9267x869,1947-06-20,True
Monica,Sæther,Halvorsenstubben 18,Bjørgstrand,4776,Norge,NO,19420207-8860,+47,02 92 01 06,1942-02-07,True
Johan,Persson,Stationsvägen 32,Landskrona,82433,Sverige,SE,19440107-3168,+46,+46 (0)17 09 63 03,1944-01-07,True
Tommy,Lien,Johannessenlyngen 46,Hagen,3244,Norge,NO,19840623-5897,+47,+4798299187,1984-06-23,True
Dan,Nordström,Kyrkgatan 66,Nyköping,98255,Sverige,SE,19700224-5442,+46,0834-36 94 92,1970-02-24,True
Elisabet,Sjödin,Skolgatan 510,Lund,33427,Sverige,SE,19501107-0952,+46,+46 (0)8 440 160 21,1950-11-07,True
Tommy,Olsson,Trädgårdsgatan 1,Halmstad,14059,Sverige,SE,19880318-4454,+46,08-863 068 07,1988-03-18,True
Parker,Carr,Sarah Mission 54107,West Jasonstad,82416,Danmark,DK,19700526-3716,+45,+1-677-867-2994x232,1970-05-26,True
Bjørg,Tangen,Jacobsenholtet 225,Martinegrunn,9590,Norge,NO,19611116-1110,+47,56 84 80 49,1961-11-16,True
Gustaf,Göransson,Skoltorget 21,Skellefteå,84380,Sverige,SE,19480731-0400,+46,0923-83 84 81,1948-07-31,True
Maria,Larsson,Ängsgatan 0,Alingsås,96008,Sverige,SE,19840822-8144,+46,08-159 52 57,1984-08-22,True
Charles,Johnson,Brett Shoals 31027,Randyfurt,74066,Danmark,DK,19910531-3074,+45,001-717-506-6536x1315,1991-05-31,True
Brandy,Elliott,Weeks Harbors 825,New Lance,37847,Danmark,DK,19420719-8117,+45,(823)999-2307x198,1942-07-19,True
Ebba,Larsson,Parkstigen 1,Kalmar,57651,Sverige,SE,19531208-1657,+46,043-931 34 69,1953-12-08,False
Carina,Sköld,Åkergatan 67,Borlänge,63605,Sverige,SE,19970124-4723,+46,034-458 29 50,1997-01-24,True
Daniel,Andersson,Skolgränd 914,Luleå,23391,Sverige,SE,19900222-0541,+46,089-99 50 97,1990-02-22,True
Carrie,Hart,Paul Haven 08008,Lake Daniellemouth,15419,Danmark,DK,19680901-2196,+45,956-493-6549x8824,1968-09-01,True
Andrea,Berg,Karlseneggen 51B,Andresen,8919,Norge,NO,19940223-4820,+47,79721206,1994-02-23,True
Kristin,Hagen,Karlsenmyra 1,Berntsen,3476,Norge,NO,19701010-7347,+47,76 98 23 31,1970-10-10,True
Michael,Mosley,Suzanne Plains 74207,Drewmouth,48071,Danmark,DK,19970218-8447,+45,366.831.3909x01623,1997-02-18,True
Carl,Adolfsson,Aspstigen 7,Trollhättan,75254,Sverige,SE,19730119-2587,46,08-17 89 23,1973-01-19,True
Asbjørn,Berge,Danielsenmoen 8,Sivertsen,6951,Norge,NO,19811022-9622,+47,15391007,1981-10-22,True
Steinar,Ali,Dahlstien 17,Olavvåg,3871,Norge,NO,19630112-0833,+47,13 92 76 19,1963-01-12,True
Alexander,Henriksen,Ellingsenflata 4,Anitahelle,7259,Norge,NO,19410408-2318,+47,918 93 769,1941-04-08,True
Ulla,Bäckström,Parkgatan 369,Stockholm,30080,Sverige,SE,19760628-0337,+46,080-20 61 03,1976-06-28,True
Janne,Nurmi,Rapakivenkuja 5,Lumparland,78240,Finland,FI,19880517-4111,+358,+358 03 0748187,1988-05-17,True
Niklas,Jauhiainen,Tuohikoivunkatu 242,Hyvinkää,49197,Finland,FI,19790408-716X,+358,(+358) 846729359,1979-04-08,True
Brooke,Ramsey,Price Greens 355,North Christophertown,88066,Danmark,DK,19920805-8496,+45,+1-545-981-8978x3522,1992-08-05,True
Maria,Andersson,Fabriksvägen 95,Malmö,71424,Sverige,SE,19480227-8699,+46,0396-00 80 61,1948-02-27,True
Juhani,Lindholm,Skolvägen 196,Kristianstad,57032,Sverige,SE,19740919-2132,+46,08-72 61 80,1974-09-19,True
Markus,Moe,Danielsenstien 75,Leneborg,6458,Norge,NO,19500514-4528,+47,461 41 960,1950-05-14,True
Peter,Jonasson,Ekgatan 9,Helsingborg,17665,Sverige,SE,19881208-7461,+46,+46 (0)8 454 322 08,1988-12-08,True
Siv,Strøm,Thomassenekra 7,Sæther,2594,Norge,NO,19610630-0437,+47,65 16 35 73,1961-06-30,True
Allan,Pålsson,Industritorget 742,Sundsvall,43783,Sverige,SE,19830610-1267,+46,+46 (0)772 478 10,1983-06-10,True
Lena,Eriksson,Backvägen 6,Falun,88193,Sverige,SE,19750429-3428,+46,0830-068 70,1975-04-29,True
Maud,Petersson,Parktorget 6,Lund,70191,Sverige,SE,19921105-6530,+46,08-17 30 30,1992-11-05,True
Ole,Bøe,Bakkenkroken 60,Monicaodden,5011,Norge,NO,19901219-8813,+47,82 11 08 84,1990-12-19,True
Tobias,Larsen,Abrahamsenhaugen 6,Eliassen,5947,Norge,NO,19560602-3864,+47,47139676,1956-06-02,True
Ola,Johansen,Eidetunet 8,Theafjord,7430,Norge,NO,19631107-0970,+47,+4780690112,1963-11-07,True
Håkon,Lunde,Johansensvingen 74C,Jennystrand,8413,Norge,NO,19600229-2835,+47,986 28 712,1960-02-29,True
Kimberly,Boyd,Amanda Plains 53759,New Sarah,17010,Danmrrk,DK,19931231-0925,+45,(850)688-9104,1993-12-31,True
Arne,Eklund,Kvarngatan 01,Gävle,91544,Sverige,SE,19810526-2475,+46,+46 (0)43 10 14 48,1981-05-26,True
Björn,Gustavsson,Kvarnstigen 910,Motala,80258,Sverige,SE,19731020-7051,+46,056-43 55 15,1973-10-20,True
Britt,Eriksson,Skolstigen 473,Växjö,51892,Sverige,SE,19560206-0264,+46,0959-047 54,1956-02-06,True
Cathrine,Sørensen,Thorsenekra 4,Pålfoss,2815,Norge,NO,19700913-7932,+47,42631995,1970-09-13,True
Eric,Stone,Lori Locks 711,Newtonchester,35347,Danmark,DK,19540922-8365,+45,001-418-405-9183x3691,1954-09-22,True
Tobias,Johansson,Åkervägen 3,Uppsala,30101,Sverige,SE,19870623-0122,+46,010-17 46 13,1987-06-23,True
Nicholas,Day,Stone Greens 0211,East Williamchester,62310,Danmark,DK,19710923-7625,+45,365.924.7052x958,1971-09-23,True
Jan,Arnesen,Knutsentjernet 2,Bøe,7344,Norge,NO,19491130-0690,+47,+4771133899,1949-11-30,True
Gunnar,Eriksen,Thomassentunet 01,Solberg,2191,Norge,NO,19581203-8178,+47,66 41 37 12,1958-12-03,True
Elisabeth,Gunnarsson,Skolvägen 514,Motala,48459,Sverige,SE,19990418-5222,+46,08-189 769 50,1999-04-18,True
Bobby,Martin,Carrie Mall 35793,Rodriguezbury,82534,Danmark,DK,19601105-7019,+45,784-411-2543x76055,1960-11-05,True
Siv,Skoglund,Strandvägen 26,Skövde,84086,Sverige,SE,19870905-4230,+46,08-94 03 54,1987-09-05,True
Sven,Larsson,Kyrkgatan 5,Uppsala,95164,Sverige,SE,19500214-3116,+46,+46 (0)62 36 09 51,1950-02-14,True
Margareta,Gustavsson,Stationsgränd 3,Jönköping,54261,Sverige,SE,19551114-8502,+46,+46 (0)890 399 64,1955-11-14,True
Göte,Andersson,Kvarngatan 90,Piteå,48949,Sverige,SE,19671012-8678,+46,0102-999 60,1967-10-12,True
Jari,Kauppinen,Uunilinnunkatu 3,Juupajoki,61280,Finland,FI,19430831-710C,+358,089 161 6023,1943-08-31,True
Adrian,Rønning,Bergemoen 332,Martinefjord,9511,Norge,NO,19670813-8230,+47,96 03 42 75,1967-08-13,True
Lilian,Haglund,Backgatan 796,Mölndal,21820,Sverige,SE,19550807-7076,+46,0935-46 81 39,1955-08-07,True
Birgit,Adolfsson,Kyrkovägen 092,Norrköping,60586,Sverige,SE,19550808-0096,+46,052-82 14 63,1955-08-08,True
Anders,Larsson,Idrottsvägen 7,Uddevalla,70496,Sverige,SE,19750422-7612,+46,+46 (0)87 91 87 92,1975-04-22,True
Elin,Börjesson,Ringgatan 340,Skellefteå,47044,Sverige,SE,19990321-9834,+46,+46 (0)731 698 97,1999-03-21,True
Henning,Blomqvist,Strandgränd 061,Lidingö,69536,Sverige,SE,19401031-0654,+46,08-33 01 57,1940-10-31,True
Roy,Berge,Vikekra 934,Brekke,9443,Norge,NO,19851116-5491,+47,+4743114241,1985-11-16,True
Henrik,Henriksson,Skogstorget 73,Borås,76560,Sverige,SE,19400808-6740,+46,0750-87 31 02,1940-08-08,True
Victoria,Atkins,Cole Loaf 732,South Ronald,21001,Danmark,DK,19571124-7549,+45,001-478-402-0981x114,1957-11-24,True
Wenche,Henriksen,Hagenskrenten 08E,Haugen,8649,Norge,NO,19730109-1536,+47,+4754768747,1973-01-09,True
Niklas,Eriksson,Nytorget 07,Trelleborg,77933,Sverige,SE,19950926-1485,+46,+46 (0)63 26 31 20,1995-09-26,False
Solveig,Nilsson,Strandgatan 382,Göteborg,77394,Sverige,SE,19780930-5496,+46,08-236 020 59,1978-09-30,True
Leif,Klasson,Stationsgatan 5,Uddevalla,83915,Sverige,SE,19960923-1124,+46,08-623 868 47,1996-09-23,True
Maria,Ikonen,Vaakalinnunkuja 82,Viitasaari,26266,Finland,FI,19451210-826H,+358,+358 09 6496178,1945-12-10,True
Heidi,Hansen,Berggrenda 9G,Jørgensen,1811,Norge,NO,19960520-9130,+47,90937579,1996-05-20,True
Tapani,Anttila,Nils Westermarckin tie 11,Vöyri,57688,Finland,FI,19701012-5040,+358,(+358) 787122667,1970-10-12,True
Fredrik,Thorsen,Svendsenåsen 98,Jenssen,9944,Norge,NO,20000225-6863,+47,76 02 27 31,2000-02-25,True
Arne,Lindholm,Parkvägen 42,Alingsås,92634,Sverige,SE,19850511-4373,+46,+46 (0)577 665 45,1985-05-11,True
Sofia,Olsson,Aspgränd 393,Landskrona,46862,Sverige,SE,19820523-8808,+46,055-86 83 22,1982-05-23,True
Axel,Martinsson,Backtorget 85,Lund,85867,Sverige,SE,19481005-8041,+46,08-552 38 71,1948-10-05,True
Eric,Padilla,Kimberly Row 875,New Wendy,22789,Danmark,DK,19880719-1053,+45,+1-852-681-1483,1988-07-19,True
Johnny,Taylor,Hill View 780,Port Dustin,19793,Danmark,DK,19860222-3639,+45,892-878-1957x392,1986-02-22,True
Brian,Hubbard,Allen Ford 14249,Estradaton,90742,Danmark,DK,19610201-6216,+45,790-436-1897,1961-02-01,True
Magnus,Karlsson,Skogsvägen 541,Umeå,42257,Sverige,SE,19850704-3266,+46,0812-600 55,1985-07-04,True
Eva,Knutsson,Åkergränd 677,Motala,11709,Sverige,SE,19600527-4969,+46,08-328 387 13,1960-05-27,True
Helena,Johansson,Ekgränd 16,Norrköping,42837,Sverige,SE,19490202-6251,+46,08-003 194 92,1949-02-02,True
Astrid,Johansson,Skolgatan 575,Växjö,17648,Sverige,SE,19570225-9089,+46,+46 (0)8 018 360 54,1957-02-25,True
Birgitta,Johansson,Idrottsgatan 92,Varberg,23084,Sverige,SE,19400420-6248,+46,073-65 11 50,1940-04-20,True
Else,Arnesen,Sørensenlyngen 9A,Martevær,4682,Norge,NO,19730528-0470,+47,92578196,1973-05-28,True
Trine,Lund,Bøehaugen 06A,Aasen,0737,Norge,NO,19660305-3623,+47,96116617,1966-03-05,True
Egil,Johannessen,Isaksenlyngen 881,Bjørgdal,7162,Norge,NO,19900521-7242,+47,91462805,1990-05-21,True
Arild,Ruud,Engenalléen 6,Kjellfjell,6225,Norge,NO,19951209-7761,+47,+47 56 30 59 25,1995-12-09,True
Reidun,Larsen,Svendsenhagen 2E,Jørgenodden,9407,Norge,NO,19880901-0819,+47,+47 32 16 38 39,1988-09-01,True
Justin,Hughes,Torres Points 3090,Danielberg,57029,Danmark,DK,19491229-2687,+45,634-215-4848,1949-12-29,True
Veli,Keinänen,Hankasuonkuja 0,Karstula,61284,Finland,FI,19460906-559F,+358,0291976264,1946-09-06,True
Ingeborg,Ali,Aasengen 2C,Kristinmark,6366,Norge,NO,19630113-6246,+47,+4790982371,1963-01-13,True
Barbro,Martinsson,Åkergatan 3,Ängelholm,71037,Sverige,SE,19740926-8494,+46,+46 (0)8 253 325 87,1974-09-26,True
Christina,Hermansson,Villatorget 44,Lund,59862,Sverige,SE,19581029-4408,+46,+46 (0)01 43 22 52,1958-10-29,True
Anna,Johansson,Kyrkgatan 17,Lidköping,56822,Sverige,SE,19421101-6392,+46,08-65 38 75,1942-11-01,True
Elisabet,Jansson,Nygränd 7,Landskrona,54444,Sverige,SE,19840514-0247,+46,+46 (0)898 642 02,1984-05-14,True
Maria,Norberg,Parkvägen 83,Lidköping,27887,Sverige,SE,19660721-8236,+46,08-28 49 67,1966-07-21,True
Tina,Webb,Brooks Canyon 30946,Millerton,07304,Danmark,DK,19500301-2287,+45,001-214-719-3126x4010,1950-03-01,True
Mary,Villa,Kenneth Extensions 58392,Jasminemouth,96496,Danmark,DK,19930609-8371,+45,308.671.1827,1993-06-09,True
Hilde,Myhre,Knudsenbakken 8,Martinestad,1839,Norge,NO,19731029-6112,+47,+47 03 30 80 95,1973-10-29,True
Ruth,Strand,Dahltunet 1,Theaøy,5934,Norge,NO,19571223-8990,+47,97359685,1957-12-23,True
Ann,Wallin,Stationsgränd 6,Uddevalla,71211,Sverige,SE,19511205-3379,+46,+46 (0)34 13 28 96,1951-12-05,True
Solveig,Paulsen,Paulsenspranget 6,Larsen,6196,Norge,NO,19870904-8259,+47,33 39 44 06,1987-09-04,True
Martin,Danielsson,Skogsgatan 5,Trollhättan,52507,Sverige,SE,19620405-8041,+46,08-405 516 71,1962-04-05,True
Ulla,Bengtsson,Stationsgatan 002,Karlskrona,20862,Sverige,SE,19550308-8972,+46,0127-60 34 19,1955-03-08,True
Lisa,Johnson,Ortiz Mews 280,South Kyleton,67714,Danmark,DK,20000514-8049,+45,538-516-9331x9127,2000-05-14,True
Håkan,Kristiansson,Kyrkstigen 940,Uppsala,29691,Sverige,SE,19910430-2824,+46,+46 (0)007 023 17,1991-04-30,True
Alicia,Freeman,Hill Shoals 096,East Krystalside,32168,Danmark,DK,19471208-1194,+45,8765825630,1947-12-08,True
Tone,Karlsen,Sætheralléen 36,Karinvåg,2725,Norge,NO,19720204-7829,+47,34709933,1972-02-04,True
Joshua,Mcclure,Baker Stream 77021,Lake Rachelchester,22037,Danmark,DK,19490530-7639,+45,867.264.4722,1949-05-30,True
Signe,Jonsson,Villatorget 0,Örnsköldsvik,53843,Sverige,SE,19690104-0665,+46,0594-870 83,1969-01-04,True
Erik,Lundin,Parkvägen 6,Mölndal,95549,Sverige,SE,19680420-1678,+46,08-813 531 34,1968-04-20,True
Marie,Karlsson,Björkgränd 126,Uppsala,81176,Sverige,SE,19560121-2456,+46,+46 (0)421 397 45,1956-01-21,True
Erik,Johnsson,Parkgränd 189,Lund,55084,Sverige,SE,19401019-6773,+46,08-01 72 14,1940-10-19,True
Maria,Andersson,Ängsstigen 0,Helsingborg,71108,Sverige,SE,19700315-4704,+46,08-69 04 49,1970-03-15,True
Bert,Andersson,Furutorget 80,Trelleborg,41301,Sverige,SE,19820522-6074,+46,0519-89 01 02,1982-05-22,True
Karin,Olsson,Bäckstigen 956,Lidköping,56595,Sverige,SE,19820711-8786,+46,058-957 84 24,1982-07-11,True
Bradley,Mason,James Ramp 359,Diazstad,43000,Danmark,DK,19970522-7967,+45,538-704-1223x13287,1997-05-22,True
Ragnar,Dahlström,Idrottsgränd 00,Södertälje,13295,Sverige,SE,19891014-1866,+46,08-970 861 95,1989-10-14,True
Laila,Johansson,Kyrkovägen 3,Örnsköldsvik,54999,Sverige,SE,19870724-4635,+46,+46 (0)89 42 96 05,1987-07-24,True
Sissel,Rønning,Karlsenflata 7,Knutsen,2564,Norge,NO,19420227-6847,+47,+4764911623,1942-02-27,True
Arvid,Johansson,Storgatan 03,Västerås,18905,Sverige,SE,19861129-3446,+46,08-86 38 40,1986-11-29,True
Britt,Olsson,Strandtorget 2,Örnsköldsvik,46854,Sverige,SE,19850427-0455,+46,+46 (0)51 78 54 60,1985-04-27,True
Cassandra,Smith,Christina Hollow 462,West Sarashire,94621,Danmark,DK,19651128-7476,+45,001-363-675-9785x086,1965-11-28,True
Birgitta,Nilsson,Åkervägen 617,Uppsala,23412,Sverige,SE,19720109-2178,+46,0860-785 29,1972-01-09,True
Sture,Nilsson,Fabriksgränd 39,Nyköping,54229,Sverige,SE,19670331-6516,+46,059-38 91 18,1967-03-31,True
Marte,Tveit,Olsenbakken 7,Roberthavn,0628,Norge,NO,19811024-6995,+47,+4743237464,1981-10-24,True
Ulrika,Johansson,Backgränd 358,Västerås,91786,Sverige,SE,19491217-3292,+46,079-056 20 28,1949-12-17,True
Nina,Pedersen,Engenhavna 503,Sandvik,6184,Norge,NO,19981012-6508,+47,+4748048976,1998-10-12,True
Randall,Martinez,Hall Hollow 7087,Lake Michaelborough,74797,Danmark,DK,19660716-1034,+45,218.661.9443x3439,1966-07-16,True
James,Yu,Newton Springs 1513,Port Jamie,90806,Danmark,DK,19900730-2173,+45,424.473.0670,1990-07-30,True
Reidun,Henriksen,Edvardsenholtet 66,Mortenfoss,3709,Norge,NO,19800516-3013,+47,14159191,1980-05-16,True
Margit,Börjesson,Kyrkostigen 0,Karlskoga,38544,Sverige,SE,19580303-9289,+46,003-82 50 22,1958-03-03,True
Göte,Strömberg,Järnvägstorget 449,Örebro,53365,Sverige,SE,19780114-3210,+46,+46 (0)661 628 28,1978-01-14,True
Helena,Hansson,Idrottsgränd 809,Lidingö,93442,Sverige,SE,19500303-8998,+46,0645-571 10,1950-03-03,True
Simen,Martinsen,Paulsenekra 7,Andersen,2952,Norge,NO,19901225-1802,+47,995 17 109,1990-12-25,True
Jennifer,Sheppard,Velazquez Harbor 37556,Victoriahaven,38540,Danmark,DK,19840621-1395,+45,915-324-6776x6790,1984-06-21,True
Kenneth,Pettersson,Ängsvägen 6,Eskilstuna,91656,Sverige,SE,19850601-6069,+46,08-78 93 08,1985-06-01,True
Gunilla,Olofsson,Parkgatan 66,Lidingö,37621,Sverige,SE,19910623-9788,+46,08-17 39 74,1991-06-23,True
Yvonne,Persson,Ekvägen 68,Karlskrona,58566,Sverige,SE,19881219-0265,+46,08-172 65 24,1988-12-19,True
Hilde,Tveit,Ellingsenspranget 9,Solheim,3140,Norge,NO,19980127-0080,+47,441 51 155,1998-01-27,True
Holly,Parrish,Michael Rapids 312,New Jesus,08910,Danmark,DK,19861220-1135,+45,821-484-3459x505,1986-12-20,True
Dustin,Franco,Matthew Burgs 016,North Kristine,47917,Danmark,DK,19710118-1098,+45,+1-233-636-0111x078,1971-01-18,True
Therese,Johansson,Ekvägen 0,Trelleborg,27683,Sverige,SE,19921220-0204,+46,+46 (0)8 296 851 25,1992-12-20,True
Anders,Mattsson,Ängsvägen 2,Sundsvall,35173,Sverige,SE,19900731-0919,+46,086-496 24 31,1990-07-31,True
Øystein,Bøe,Tangenlia 71B,Ødegård,9175,Norge,NO,19700103-6022,+47,15757736,1970-01-03,True
Andreas,Berntsson,Kyrkgatan 37,Mölndal,15851,Sverige,SE,19930713-5366,+46,+46 (0)17 74 39 81,1993-07-13,True
Elisabet,Andersson,Industrivägen 2,Örebro,26473,Sverige,SE,19671229-0818,+46,044-679 93 07,1967-12-29,True
Jan,Axelsson,Kyrkgatan 27,Jönköping,17663,Sverige,SE,19821110-8198,+46,+46 (0)8 562 667 69,1982-11-10,True
Berit,Forsberg,Industrigatan 884,Karlskoga,84693,Sverige,SE,19750815-2616,+46,+46 (0)236 595 20,1975-08-15,True
Karl,Olsson,Bäckvägen 583,Uppsala,31980,Sverige,SE,19761119-8732,+46,08-834 278 41,1976-11-19,True
Trond,Moen,Arnesengrenda 56D,Eirikberg,3651,Norge,NO,19660103-4642,+47,82 49 36 54,1966-01-03,True
Jeremy,Perez,Ochoa Lakes 517,Karenville,18048,Danmark,DK,19490427-1082,+45,352-749-1401,1949-04-27,True
Thomas,Sellers,Marissa Courts 354,Samanthamouth,14118,Danmark,DK,19671225-1885,+45,989-717-0251x53044,1967-12-25,True
Anneli,Nyström,Gengränd 264,Göteborg,26410,Sverige,SE,19761006-8706,+46,+46 (0)866 186 32,1976-10-06,True
Anita,Andersson,Kyrkgatan 525,Uppsala,90129,Sverige,SE,19490329-1954,+46,08-18 29 65,1949-03-29,True
Lillemor,Karlsson,Kyrkgatan 16,Karlstad,84827,Sverige,SE,19940215-8978,+46,08-387 888 17,1994-02-15,True
Jennifer,Stephenson,Tammy Greens 3236,New Stevenmouth,43851,Danmark,DK,19611003-3201,+45,001-538-385-1366x289,1961-10-03,True
Matilda,Johansson,Skogsgränd 0,Motala,41488,Sverige,SE,19940404-5751,+46,0471-00 45 98,1994-04-04,True
