Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Janne,Tangen,Rasmussenlyngen 6,Engen,3342,Norge,NO,19741130-8696,+47,+4758607203,1974-11-30,True
Christian,Brady,Susan Neck 26899,Oscarbury,49520,Danmark,DK,19760717-6152,+45,+1-504-436-3548,1976-07-17,True
Michael,Casey,Andrew Rapids 2735,Teresaport,86812,Danmark,DK,19670927-0405,+45,001-872-577-1565x330,1967-09-27,True
Harry,Haglund,Industrigatan 3,Sundsvall,34997,Sverige,SE,19750322-3866,+46,0573-39 62 70,1975-03-22,True
Ulla,Blom,Björkgatan 50,Örnsköldsvik,73751,Sverige,SE,19410731-7353,+46,+46 (0)87 92 23 38,1941-07-31,True
Sofia,Svensson,Industrigränd 23,Nyköping,41471,Sverige,SE,19551104-6133,+46,+46 (0)8 460 078 28,1955-11-04,True
Irene,Jakobsson,Kvarnvägen 910,Uddevalla,91911,Sverige,SE,19720629-2279,+46,063-864 23 46,1972-06-29,True
Ulla,Lundgren,Strandgatan 085,Karlskrona,86050,Sverige,SE,19580716-1608,+46,0496-296 79,1958-07-16,True
Jonas,Svendsen,Alistubben 76,Fredriksen,1654,Norge,NO,19680528-8205,+47,82127372,1968-05-28,True
Bjørg,Nygård,Viksvingen 02,Theastrøm,9669,Norge,NO,19600822-0148,+47,19117900,1960-08-22,True
Johan,Friberg,Skolgatan 61,Kristianstad,42838,Sverige,SE,19551006-9743,+46,096-048 23 48,1955-10-06,True
Kathryn,Fowler,Johnson Creek 89132,Casemouth,47357,Danmark,DK,19860112-8958,+45,381-507-1245x12524,1986-01-12,True
Elisabet,Lehtonen,Usvabulevardi 6,Tampere,53054,Finland,FI,19410104-3512,+358,075 224 1674,1941-01-04,True
Cody,Flores,Emma Mount 622,South Brenda,43645,Danmark,DK,19540127-6156,+45,001-224-484-3702x8513,1954-01-27,True
Simon,Paulsson,Idrottsgränd 49,Linköping,65407,Sverige,SE,19791113-0729,+46,+46 (0)8 478 556 78,1979-11-13,True
Sven,Karlsson,Åkergatan 851,Uppsala,22461,Sverige,SE,19860417-9139,+46,092-419 75 14,1986-04-17,True
Joel,Andersson,Åkergatan 5,Borås,30502,Sverige,SE,19920309-8199,+46,092-365 58 41,1992-03-09,True
Eivind,Madsen,Ødegårdskogen 38,Mikkelsen,8887,Norge,NO,19980809-4470,+47,92652659,1998-08-09,True
Jake,Jackson,James Junction 52855,Lake Christinastad,09317,Danmark,DK,19491217-9283,+45,+1-286-424-2746x636,1949-12-17,True
Maud,Lindström,Stationsgränd 581,Norrköping,46683,Sverige,SE,19690514-9899,+46,0349-44 29 58,1969-05-14,True
Håkon,Madsen,Mikkelsenvollen 8,Bakke,0322,Norge,NO,19790507-6898,+47,00 41 46 08,1979-05-07,True
Kristin,Ljung,Grangatan 0,Karlskrona,84530,Sverige,SE,19420421-5289,+46,08-801 74 74,1942-04-21,True
Anna,Björklund,Ängsgatan 74,Falun,98448,Sverige,SE,19730101-0824,+46,08-27 91 74,1973-01-01,True
Maria,Berggren,Skolvägen 29,Mölndal,78743,Sverige,SE,19471108-6592,+46,043-081 83 76,1947-11-08,True
Samuli,Soininen,Rukoushuoneentie 4,Aura,66770,Finland,FI,19611027-009J,+358,046 219 0985,1961-10-27,True
Joshua,Davis,Victoria Lights 2044,New Brendanhaven,49195,Danmark,DK,19750514-6043,+45,001-988-397-5874,1975-05-14,True
Bente,Næss,Hellandringen 37,Beritodden,7641,Norge,NO,19480101-8506,+47,+4728559685,1948-01-01,True
Veikko,Huovinen,Harbonkuja 91,Ulvila,12079,Finland,FI,19500916-5731,+358,+358 768445022,1950-09-16,True
Jacob,Wade,Wright Gardens 0873,East Andre,53972,Danmark,DK,19490301-5929,+45,8045353641,1949-03-01,True
Georg,Axelsson,Ängstorget 25,Östersund,99129,Sverige,SE,19731110-2377,+46,08-05 80 11,1973-11-10,True
Maria,Jakobsson,Järnvägsvägen 37,Västerås,17415,Sverige,SE,19500602-0340,+46,08-25 39 14,1950-06-02,True
Susan,Fields,John Meadow 3452,West Robinport,41387,Danmark,DK,19610320-5149,+45,+1-415-434-7089x8314,1961-03-20,True
Kathleen,Aguirre,Sellers Pass 392,East Michelle,28768,Danmark,DK,19420430-2897,+45,(906)705-3513x7761,1942-04-30,True
Jari,Väisänen,Järkälepolku 0,Haapajärvi,91834,Finland,FI,19581122-7332,+358,(+358) 615604583,1958-11-22,True
Elise,Ruud,Sivertsensvingen 483,Karenøy,7783,Norge,NO,19740101-1965,+47,58 72 30 08,1974-01-01,True
Christopher,Moore,Hall Mountain 167,Howardborough,08920,Danmark,DK,19840113-3376,+45,233-548-6794x18491,1984-01-13,True
Gunnar,Nilsson,Stationsgatan 460,Gävle,66127,Sverige,SE,19410826-5629,+46,+46 (0)305 745 76,1941-08-26,True
Rune,Svensson,Kvarntorget 43,Trollhättan,94514,Sverige,SE,19981012-7796,+46,+46 (0)16 65 53 22,1998-10-12,True
George,Mitchell,Krueger Shore 182,Christophermouth,28630,Danmark,DK,19510303-8360,+45,490-364-9676x2559,1951-03-03,True
Karl,Sjöberg,Storstigen 12,Lidingö,24125,Sverige,SE,19480720-5331,+46,0637-659 58,1948-07-20,True
Olivia,Johansson,Kyrkstigen 43,Jönköping,94453,Sverige,SE,19630318-5513,+46,0453-240 54,1963-03-18,True
Einar,Nielsen,Knudsenberget 9,Kristianstrand,4493,Norge,NO,19890720-1947,+47,462 29 578,1989-07-20,True
Markus,Franzén,Villavägen 595,Luleå,57998,Sverige,SE,19850422-8363,+46,08-329 096 10,1985-04-22,True
Åke,Larsson,Villavägen 952,Linköping,58176,Sverige,SE,19411024-5623,+46,003-487 12 33,1941-10-24,True
Karoline,Moe,Hansenstykket 80,Arnesen,8302,Norge,NO,19960419-7562,+47,02 59 40 67,1996-04-19,True
Jade,Smith,Randall Stream 19249,East Dennistown,20145,Danmark,DK,19860526-5782,+45,4265478614,1986-05-26,True
Christina,Morton,Barber Mount 5961,Lake Richardland,37428,Danmark,DK,19670717-2699,+45,754.473.2087,1967-07-17,True
Inger,Gustafsson,Strandstigen 65,Umeå,84259,Sverige,SE,19920413-9954,+46,08-330 00 54,1992-04-13,True
Lisbeth,Svensson,Nygatan 98,Kristianstad,63571,Sverige,SE,19480719-5474,+46,+46 (0)54 03 40 77,1948-07-19,True
Bengt,Andersson,Ringstigen 7,Landskrona,88328,Sverige,SE,19700625-8238,+46,08-591 73 27,1970-06-25,True
Øystein,Gulbrandsen,Kristensenvollen 76A,Lailahelle,3808,Norge,NO,19851108-8072,+45,05 80 01 32,1985-11-08,True
Andrea,Hagen,Aasenrøa 7,Bøe,1889,Norge,NO,19631211-0814,+47,+4716147701,1963-12-11,True
Ragnhild,Svensson,Trädgårdsgatan 3,Mölndal,10229,Sverige,SE,20000826-6995,+46,08-096 575 25,2000-08-26,True
Maria,Larsson,Järnvägsstigen 3,Borås,80939,Sverige,SE,19581019-3528,+46,0831-454 34,1958-10-19,True
Andreas,Jensen,Fabriksvägen 184,Gävle,71604,Sverige,SE,19910404-3214,+46,054-62 92 29,1991-04-04,True
Anna-Karin,Lindberg,Fabriksgatan 3,Kristianstad,28093,Sverige,SE,19450731-3322,+46,086-50 38 99,1945-07-31,True
Irma,Borg,Villatorget 1,Luleå,87178,Sverige,SE,19450416-0818,+46,+46 (0)02 29 99 03,1945-04-16,True
Lilian,Olofsson,Furugatan 238,Nyköping,30585,Sverige,SE,19801231-9954,+46,08-422 79 51,1980-12-31,True
Gunnar,Larsson,Ekgatan 1,Eskilstuna,97873,Sverige,SE,19800619-4527,+46,094-263 59 58,1980-06-19,True
Ivar,Svärd,Ekgatan 01,Alingsås,29983,Sverige,SE,19580713-1242,+46,0022-18 81 35,1958-07-13,True
Erik,Berglund,Skolvägen 2,Skövde,19228,Sverige,SE,19690829-2797,+46,0053-01 70 37,1969-08-29,True
Sofie,Madsen,Nguyenhaugen 680,Henriksen,8482,Norge,NO,19960804-0314,+47,43019815,1996-08-04,True
Michelle,Murphy,Phelps Tunnel 442,Harrellview,11562,Danmark,DK,19430112-8584,+45,369.827.3768x6128,1943-01-12,True
Stein,Sandvik,Ahmedgrenda 00,Gulbrandsen,6689,Norge,NO,19980330-0621,+47,945 28 796,1998-03-30,True
Veronica,Garcia,Griffin Drive 247,Johnsonville,96136,Danmark,DK,19680225-2555,+45,8093162768,1968-02-25,True
Krister,Fransson,Parkgränd 172,Ängelholm,56285,Sverige,SE,19680126-6324,+46,009-798 21 09,1968-01-26,True
Marita,Svensson,Kyrkvägen 782,Nyköping,39188,Sverige,SE,19600121-4978,46,08-45 00 46,1960-01-21,True
Tom,Berge,Aasenringen 6,Paulsen,9153,Norge,NO,19851120-5419,+47,09957983,1985-11-20,True
Birgitta,Johansson,Strandvägen 6,Piteå,30792,Sverige,SE,19700309-7320,+46,+46 (0)744 922 68,1970-03-09,True
Ove,Johansson,Bäckgränd 2,Sundsvall,21885,Sverige,SE,19930324-3044,+46,08-26 23 54,1993-03-24,True
Kenneth,Nilsson,Skolvägen 2,Karlskrona,11201,Sverige,SE,19420615-6516,+46,+46 (0)8 092 381 72,1942-06-15,True
Camilla,Wikström,Ängsvägen 467,Jönköping,45742,Sverige,SE,19440210-0849,+46,0624-85 68 15,1944-02-10,True
Olivia,Andersson,Trädgårdsgränd 636,Gävle,21171,Sverige,SE,19900705-6201,+46,091-365 07 36,1990-07-05,True
Tomas,Lundqvist,Trädgårdsvägen 6,Södertälje,18608,Sverige,SE,19411113-3348,+46,08-380 856 08,1941-11-13,True
Torsten,Eliasson,Skolvägen 402,Mölndal,51096,Sverige,SE,19791111-6897,+46,0187-102 40,1979-11-11,True
Mikael,Björklund,Idrottsgatan 4,Västerås,58203,Sverige,SE,19550825-1180,+46,064-16 80 68,1955-08-25,True
Kari,Kallio,Jämsänpolku 494,Naantali,84217,Finland,FI,19580601-8343,+358,(+358) 329832086,1958-06-01,True
Jessica,Lawson,Jackson Bridge 17797,Leonardbury,31893,Danmark,DK,19520522-7283,+45,424.887.3764x531,1952-05-22,True
Einar,Antonsen,Tveitgropa 1,Beritfoss,2437,Norge,NO,19480718-7724,+47,43310126,1948-07-18,True
Ellen,Andersson,Storgränd 6,Alingsås,98989,Sverige,SE,19860422-1843,+46,08-61 36 35,1986-04-22,True
Per,Holm,Storvägen 464,Karlskrona,35029,Sverige,SE,19800919-0609,+46,011-84 63 98,1980-09-19,True
Jill,Smith,Anderson Lane 9079,Whiteburgh,32871,Danmark,DK,19450509-5196,+45,+1-208-789-5945x534,1945-05-09,True
Anette,Blomberg,Åkervägen 7,Varberg,92342,Sverige,SE,19740204-0508,+46,069-349 40 63,1974-02-04,True
Margareta,Andersson,Industritorget 202,Karlskrona,88311,Sverige,SE,19570621-1456,+46,089-83 18 71,1957-06-21,True
Stacey,West,Adams Falls 70590,North Michaelshire,51084,Danmark,DK,19900922-8320,+45,(557)317-3891,1990-09-22,True
Svea,Lundberg,Nyvägen 1,Alingsås,64102,Sverige,SE,19491006-1298,+46,036-222 97 45,1949-10-06,True
Maria,Svensson,Björkgatan 1,Landskrona,18028,Sverige,SE,19990213-7756,+46,059-22 53 90,1999-02-13,True
Roland,Ivarsson,Kyrkgatan 0,Motala,94419,Sverige,SE,19450723-6780,+46,08-188 70 42,1945-07-23,True
Ingemar,Eriksson,Industristigen 945,Örnsköldsvik,96264,Sverige,SE,19530801-3928,+46,007-915 24 69,1953-08-01,True
Olof,Andersson,Idrottsvägen 749,Helsingborg,65204,Sverige,SE,19870721-9803,+46,+46 (0)275 985 38,1987-07-21,True
Niilo,Ruotsalainen,Nils Westermarckin bulevardi 7,Pyhäjärvi,07685,Sverige,FI,19620707-3531,+358,0564061024,1962-07-07,True
Tammy,Moore,Kristy Tunnel 3978,North Joseside,94553,Danmark,DK,19950819-4724,+45,489-320-8969x720,1995-08-19,True
Kristina,Persson,Skolgränd 287,Lidingö,62153,Sverige,SE,19460319-3842,+46,025-488 49 95,1946-03-19,True
Per,Edlund,Fabriksgränd 69,Eskilstuna,19392,Sverige,SE,20000128-3545,+46,089-07 68 25,2000-01-28,True
Hillevi,Larsson,Kyrkvägen 30,Gävle,62061,Sverige,SE,19410726-7456,+46,0573-68 91 35,1941-07-26,True
Lars,Lund,Mathisenhavna 54B,Karinhavn,1331,Norge,NO,19551003-2588,+47,52197695,1955-10-03,True
Astrid,Christensen,Knudsenplassen 4D,Fredriksen,0437,Norge,NO,19800320-0625,+47,+47 14 10 77 86,1980-03-20,True
Alvar,Karlsson,Industrivägen 5,Karlstad,95079,Sverige,SE,19541104-4497,+46,027-850 35 17,1954-11-04,True
Janne,Holm,Sætherringen 71A,Kristiansen,5364,Norge,NO,19910318-7432,+47,57 31 57 64,1991-03-18,True
Michael,Little,Tracey Canyon 538,Michaelbury,20310,Danmark,DK,19520416-6251,+45,846.333.6481x20665,1952-04-16,True
Anita,Johansson,Stationsstigen 188,Uddevalla,27643,Sverige,SE,19640119-8429,+45,+46 (0)33 26 81 26,1964-01-19,True
Marie-Louise,Sandström,Trädgårdsvägen 790,Nyköping,58840,Sverige,SE,19810519-0221,+46,0427-30 29 09,1981-05-19,True
Elisabeth,Björk,Åkervägen 463,Stockholm,80929,Sverige,SE,20000819-3468,+46,08-92 92 42,2000-08-19,True
Jimmy,Nordström,Björkgränd 83,Malmö,39867,Sverige,SE,19630525-9390,+46,08-40 29 31,1963-05-25,True
Ingegerd,Lindblom,Idrottsvägen 7,Nyköping,91810,Sverige,SE,19591202-5834,+46,+46 (0)382 286 40,1959-12-02,True
Robert,Johansson,Backgatan 7,Piteå,19432,Sverige,SE,19560602-0820,+46,+46 (0)8 907 411 26,1956-06-02,True
Nina,Kristiansen,Andreassentoppen 59,Tonjestad,8536,Norge,NO,19691002-6454,+47,64 29 45 37,1969-10-02,True
Andreas,Thorsen,Lundhagen 13,Kristiansen,8308,Norge,NO,19530401-3172,+47,+4757411004,1953-04-01,True
Katarina,Johansson,Idrottstorget 75,Halmstad,95549,Sverige,SE,19940911-4075,+46,085-705 96 91,1994-09-11,True
Sven,Jakobsson,Åkergatan 52,Skellefteå,26250,Sverige,SE,19580525-1123,+46,08-476 12 98,1958-05-25,True
Elsa,Parviainen,Runokylänpolku 83,Pihtipudas,42141,Finland,FI,19511114-8440,+358,+358 21 1861710,1951-11-14,True
Tove,Gulbrandsen,Eidetjernet 26C,Eliassen,1057,Norge,NO,19720105-3766,+47,476 41 992,1972-01-05,True
Olavi,Ahonen,Yläkaskenbulevardi 370,Eurajoki,23399,Finland,FI,19940416-884J,+358,+358 93 6460553,1994-04-16,True
Richard,Rojas,Farmer Mall 187,Lake Madelinestad,74641,Danmark,DK,19440331-4132,+45,331.526.6292,1944-03-31,True
Eli,Hansen,Jensentjernet 46,Hagen,0968,Norge,NO,19540819-3405,+47,97653344,1954-08-19,True
Sondre,Hanssen,Christensenlia 67,Moen,6137,Norge,NO,19721128-2393,+47,45474487,1972-11-28,True
Melanie,Ray,Burton Point 1489,New Reneemouth,83504,Danmark,DK,19791227-5806,+45,(998)976-7818,1979-12-27,True
Laila,Jacobsen,Birkelandmoen 7E,Jenssen,3741,Norge,NO,19450424-7065,+47,77 54 76 61,1945-04-24,True
Kirsi,Kallio,Niittyläntie 65,Lemland,86011,Finland,FI,19630501-501R,+358,062 887 8963,1963-05-01,True
Petra,Gustafsson,Bäckvägen 83,Lidingö,84625,Sverige,SE,19920717-2688,+46,0197-76 60 64,1992-07-17,True
Ruth,Bakke,Edvardsenflata 7C,Paulsen,4016,Norge,NO,19840712-4664,+47,943 41 206,1984-07-12,True
Kathy,Rogers,Dean Mission 44150,South Laurachester,09761,Danmark,DK,19680805-6581,+45,303.665.6452,1968-08-05,True
Marie,Jönsson,Skolgatan 06,Skövde,71173,Danmark,SE,19650104-7731,+46,083-83 10 76,1965-01-04,True
Gunnar,Lindström,Åkergatan 1,Karlskrona,68902,Sverige,SE,19660311-7102,+46,+46 (0)02 63 33 27,1966-03-11,True
Michele,Crawford,Ellis Loop 575,South Ashley,46456,Danmark,DK,19721225-4811,+45,(219)899-1058x64315,1972-12-25,True
Victoria,Bergman,Fabriksgatan 627,Västerås,46023,Sverige,SE,19940719-8667,+46,023-24 46 20,1994-07-19,True
Rut,Johansson,Strandtorget 8,Växjö,64676,Sverige,SE,19570409-2928,+46,018-52 92 93,1957-04-09,True
Wenche,Nielsen,Dahlbråten 3A,Lenesund,5761,Norge,NO,19821225-5407,+47,90470199,1982-12-25,True
Lisa,Allen,Warren Flats 360,Wrightberg,28371,Danmark,DK,19490430-3098,+45,435.258.3519x7284,1949-04-30,True
Anna,Nilsson,Skogsvägen 653,Örnsköldsvik,89563,Sverige,SE,19720902-4856,+46,08-853 73 00,1972-09-02,True
Kari,Vainio,Ieskuja 8,Nousiainen,14588,Finland,FI,19690108-815W,+358,+358973154526,1969-01-08,True
Tellervo,Ranta,Betleheminkatu 140,Pirkkala,86526,Finland,FI,19660831-231M,+358,024 445 2982,1966-08-31,True
Margareta,Andersson,Genvägen 9,Växjö,84710,Sverige,SE,19740914-2540,+46,047-21 65 81,1974-09-14,True
Britt,Johansson,Kyrkgatan 07,Södertälje,48954,Sverige,SE,19510331-7537,+46,08-453 99 16,1951-03-31,True
Alexander,Ramirez,Michele Crescent 81747,Pearsonside,18274,Danmark,DK,19861216-7889,+45,570.513.8399x172,1986-12-16,True
Anna,Ekman,Backstigen 514,Gävle,87442,Sverige,SE,19680102-8685,+46,08-407 29 45,1968-01-02,True
Siri,Berge,Ellingsenmoen 3,Gretheberg,9755,Norge,NO,19611120-2130,+47,+47 21 92 73 41,1961-11-20,True
Elias,Helin,Puuskapolku 8,Loppi,28577,Finland,FI,19920321-853J,+358,+358 713074125,1992-03-21,True
Maria,Mårtensson,Industrigatan 425,Umeå,13854,Sverige,SE,19961102-1569,+46,08-99 53 10,1996-11-02,True
Scott,Rubio,Christopher Oval 298,Amandaville,24491,Danmark,DK,19520907-3003,+45,234-997-8110,1952-09-07,True
Christina,Gustavsson,Grangatan 6,Mölndal,29946,Sverige,SE,19880322-4525,+46,0957-165 03,1988-03-22,True
Alexandra,Gonzalez,Delacruz Club 3443,Thomasmouth,30073,Danmark,DK,19470525-8333,+45,407.689.6281,1947-05-25,True
Mats,Lindell,Nyvägen 17,Ängelholm,43941,Sverige,SE,19420302-9347,+46,057-237 01 68,1942-03-02,True
Andrea,Strand,Moeflata 944,Ahmed,2869,Norge,NO,19510410-6267,+47,967 30 325,1951-04-10,True
Katherine,Reid,Edward Ports 2057,Lake Michaelbury,42409,Danmark,DK,19590816-1935,+45,(722)797-8304x4370,1959-08-16,True
Marte,Lien,Hauggata 2,Finnfjell,4665,Norge,NO,19520210-8124,+47,94709147,1952-02-10,True
Gunnar,Samuelsson,Villagatan 0,Borlänge,67782,Sverige,SE,19400216-2818,+46,08-624 777 46,1940-02-16,True
Sofia,Luoma,Bertha Pauligin polku 77,Sulkava,12345,Finland,FI,19930218-488Y,+358,097 779 6194,1993-02-18,True
Eva,Magnusson,Stationsgatan 71,Trollhättan,12721,Sverige,SE,19890919-9598,+46,0283-717 20,1989-09-19,True
Lennart,Petersson,Kvarnstigen 64,Gävle,82981,Sverige,SE,19560809-7264,+46,0120-23 79 71,1956-08-09,True
Margaretha,Larsson,Villastigen 39,Trelleborg,48980,Sverige,SE,19400104-4436,+46,022-440 69 25,1940-01-04,True
Aud,Fredriksen,Aliringen 7,Halvorsen,1187,Norge,NO,19510123-1024,+47,46320844,1951-01-23,True
Jorunn,Kristoffersen,Aasenroa 030,Solberg,0071,Norge,NO,19430829-9551,+47,78653148,1943-08-29,True
Jeremy,Garrett,Santos Prairie 751,Mortonborough,37895,Danmark,DK,19820526-4987,+45,737-354-3190,1982-05-26,True
Margareta,Bengtsson,Kvarngatan 1,Stockholm,44448,Sverige,SE,19511021-3251,+46,+46 (0)10 88 18 84,1951-10-21,True
Kristin,Holm,Ellingsenbakken 7,Tveit,0352,Norge,NO,19601103-8631,+47,01219277,1960-11-03,True
Nicole,Murray,Amber Junctions 40779,West Sheila,55412,Danmark,DK,19550211-6797,+45,326.437.9401x9218,1955-02-11,True
Birgitta,Andersson,Kyrkovägen 1,Sundsvall,90658,Sverige,SE,19901125-2889,+46,0169-62 02 98,1990-11-25,True
Edward,Dixon,Elaine Burgs 5467,Fisherfurt,06359,Danmark,DK,19490421-1873,+45,(741)958-3484x099,1949-04-21,True
Alfred,Petersson,Nytorget 09,Gävle,92056,Sverige,SE,19470219-8569,+46,+46 (0)8 797 426 47,1947-02-19,True
Anders,Knudsen,Engentjernet 95G,Theanes,6605,Norge,NO,19660208-4070,+47,24806818,1966-02-08,True
Markus,Lindblom,Industrigränd 812,Eskilstuna,64629,Sverige,SE,19480602-9128,+46,0516-491 22,1948-06-02,True
Kristina,Lindahl,Bäckvägen 12,Borås,79772,Sverige,SE,19740507-1607,+46,+46 (0)738 976 14,1974-05-07,True
Gustav,Dahlström,Parkgatan 0,Mölndal,75675,Sverige,SE,19850614-0786,+46,08-221 74 29,1985-06-14,True
Maria,Persson,Skolgatan 7,Örnsköldsvik,52224,Sverige,SE,19740402-6542,+46,060-446 32 07,1974-04-02,True
Nina,Karlsson,Bäckgränd 606,Lidingö,20246,Sverige,SE,19550817-2053,+46,08-91 80 97,1955-08-17,True
Lisbeth,Lindström,Ringgatan 3,Varberg,47386,Sverige,SE,19460602-6524,+46,08-247 816 56,1946-06-02,True
Anna,Andersson,Kvarngatan 01,Örnsköldsvik,38521,Sverige,SE,19780406-4674,+46,08-26 99 73,1978-04-06,True
Berit,Jensen,Isaksenengen 45,Thomasøy,8011,Norge,NO,19881224-4965,+47,47431724,1988-12-24,True
Kristen,Taylor,Gutierrez Road 6114,West Danaton,22499,Danmark,DK,19880601-8552,+45,531-767-5695x3593,1988-06-01,True
Roy,Eide,Aasenløkka 88C,Jenssen,0808,Norge,NO,19970420-7561,+47,57968911,1997-04-20,True
Daniel,Johansson,Skolvägen 871,Malmö,36864,Sverige,SE,19901109-5627,+46,096-24 77 49,1990-11-09,True
Jessica,Johansson,Aspvägen 28,Ängelholm,13304,Sverige,SE,19580920-2352,+46,+46 (0)459 737 39,1958-09-20,True
Kenneth,Eide,Ellingsenjordet 42,Synnøvevær,3797,Norge,NO,19821030-0339,+47,499 28 004,1982-10-30,True
Logan,Osborne,Duarte Summit 4862,Phillipsshire,71273,Danmark,DK,19700823-9446,+45,645-438-2189,1970-08-23,True
Arne,Nilsson,Stortorget 014,Borås,15482,Sverige,SE,19700808-7916,+46,+46 (0)8 341 389 40,1970-08-08,True
Tapio,Jokinen,Bengalintie 890,Tohmajärvi,51469,Finland,FI,19560711-610V,+358,006 113 0450,1956-07-11,True
Christina,Ojanen,Eljaksenpolku 29,Raahe,55320,Finland,FI,19890819-6663,+358,(+358) 471865031,1989-08-19,True
Ivar,Moe,Vikmoen 877,Bjørnsjøen,8630,Norge,NO,19840121-7516,+47,44 81 00 89,1984-01-21,True
Thomas,Persson,Industrivägen 75,Falun,63722,Sverige,SE,19881202-0242,+46,+46 (0)20 05 78 03,1988-12-02,True
Tellervo,Rossi,Laakavuorentie 016,Multia,03101,Finland,FI,19450109-301W,+358,+358 71 4764934,1945-01-09,True
Eva,Johansson,Nygränd 82,Luleå,11604,Sverige,SE,19710806-9137,+46,082-95 25 93,1971-08-06,True
Dag,Nilsen,Auneroa 9,Rønning,9847,Norge,NO,19850903-3267,+47,48665311,1985-09-03,True
Irene,Olsson,Idrottsstigen 08,Halmstad,85166,Sverige,SE,19470923-8498,+46,08-529 71 75,1947-09-23,True
Jessica,Hester,Donna Drive 6960,North Edwardmouth,55892,Danmark,DK,19780327-7590,+45,+1-517-979-2177,1978-03-27,True
Jose,Orozco,Brian Plains 4143,Mitchellshire,03225,Danmark,DK,19540113-5926,+45,359.974.4126,1954-01-13,True
Johanna,Persson,Skoltorget 3,Falun,24284,Sverige,SE,19771103-2477,+46,08-489 630 65,1977-11-03,True
Per,Johansson,Strandgränd 47,Luleå,97519,Sverige,SE,19770129-7938,+46,+46 (0)15 04 49 41,1977-01-29,True
Teresia,Gustafsson,Järnvägsgatan 00,Umeå,26541,Sverige,SE,19860402-2018,+46,094-782 15 22,1986-04-02,True
Jonas,Moen,Hauglandkollen 29,Terjebø,4427,Norge,NO,19440224-8583,+47,03 72 10 29,1944-02-24,True
Sebastian,Hakala,Porebulevardi 8,Savukoski,29917,Finland,FI,19470630-0136,+358,+358 892980344,1947-06-30,True
Ingemar,Johansson,Björktorget 42,Piteå,76991,Sverige,SE,19400920-9483,+45,08-89 55 65,1940-09-20,True
Adrian,Eide,Strandlia 5,Nielsen,1593,Norge,NO,19601122-7511,+47,56 42 65 05,1960-11-22,True
Tamara,Blanchard,Marshall Meadows 6050,Summersfort,25555,Danmark,DK,20000403-4037,+45,260.846.5032,2000-04-03,True
Per,Bergström,Stationsgatan 203,Ängelholm,58801,Sverige,SE,19621221-0319,+46,056-604 35 49,1962-12-21,True
Anna,Nyman,Parkvägen 10,Östersund,66198,Sverige,SE,19431212-6110,+46,08-909 953 75,1943-12-12,True
Lars,Hansson,Åkervägen 12,Borås,41823,Sverige,SE,19840607-6286,+46,08-33 77 74,1984-06-07,True
Monica,Haugen,Knutsenhøgda 2D,Bjørneid,9406,Norge,NO,19950825-3610,+47,78 47 55 29,1995-08-25,True
Robert,Cortez,Catherine Road 6029,Port Susanside,93007,Danmark,DK,19600505-5155,+45,900.448.6818x6307,1960-05-05,True
Edit,Pettersson,Kyrkovägen 7,Jönköping,61300,Sverige,SE,19620608-4848,+46,0426-150 35,1962-06-08,True
Caitlin,Peterson,Lin Street 66032,Andradeton,10285,Danmark,DK,19630117-8813,+45,+1-948-976-5587x928,1963-01-17,True
Kari,Jakobsen,Haugenkroken 3,Lenehelle,4949,Norge,NO,19450221-2930,+47,+4775354154,1945-02-21,True
Tapani,Luukkonen,Fallinpolku 642,Finström,86540,Finland,FI,19510723-332P,+358,(+358) 384253690,1951-07-23,True
Barbara,Brooks,Daniel Mills 55995,Burnsport,39119,Danmark,DK,19700409-5437,+45,+1-680-293-3069,1970-04-09,True
Sandra,Bruce,Brown Plaza 9561,Shepardfurt,25025,Danmark,DK,19900917-0207,+45,(575)561-6876x664,1990-09-17,True
Christine,Arroyo,Myers Stravenue 12575,South Ryanville,51712,Danmark,DK,19691212-7455,+45,655-704-1922,1969-12-12,True
Terje,Johannessen,Mathisenringen 45,Johannessen,9921,Norge,NO,19680610-0270,+47,96165329,1968-06-10,True
Marko,Helenius,Eljaksentie 467,Kyyjärvi,87293,Finland,FI,19820513-7419,+358,(+358) 161668379,1982-05-13,True
Britt-Marie,Olsson,Industritorget 030,Falun,14859,Sverige,SE,19960713-2127,+46,099-73 49 82,1996-07-13,True
Rune,Johansson,Storstigen 969,Skellefteå,76344,Sverige,SE,19710622-0378,+46,0507-16 31 93,1971-06-22,True
Annikki,Paananen,Ostosbulevardi 35,Kirkkonummi,66028,Finland,FI,19620606-038C,+358,0189061281,1962-06-06,True
Astrid,Larsson,Stationsgränd 669,Lund,37095,Sverige,SE,19570306-1199,+46,+46 (0)8 894 943 57,1957-03-06,True
Tapani,Virtanen,Maasalonpolku 902,Ruovesi,41328,Finland,FI,19770610-5356,+358,(+358) 414513617,1977-06-10,True
Kim,Holm,Thomassengropa 6C,Hauge,9077,Norge,NO,19880529-5510,+47,35 63 13 20,1988-05-29,True
Frank,Peterson,Jordan Shoal 98861,Lake Charles,09310,Danmark,DK,19880918-4228,+45,+1-458-867-4364x170,1988-09-18,True
Emil,Solberg,Strandlyngen 2,Brittstrand,6213,Norge,NO,19780718-3611,+47,966 60 901,1978-07-18,True
